Word,Documents
sobem,"[(8, 2)]"
positivos,"[(8, 1)]"
chineses,"[(8, 1), (66, 1)]"
guerra,"[(8, 1), (28, 2), (33, 3), (34, 5), (38, 3), (49, 1), (51, 1), (66, 1)]"
comercial,"[(8, 3), (33, 3)]"
caía,"[(8, 1)]"
dólar,"[(8, 2)]"
sobe,"[(8, 1)]"
compra,"[(8, 2), (29, 1), (32, 1), (56, 1)]"
enquanto,"[(8, 4), (11, 1), (13, 1), (23, 1), (25, 1), (37, 3), (38, 1), (55, 1)]"
contrato,"[(8, 3)]"
maio,"[(8, 1), (37, 2)]"
valorização,"[(8, 2)]"
juros,"[(8, 1), (9, 2), (29, 1)]"
futuros,"[(8, 1)]"
janeiro,"[(8, 3), (13, 1), (17, 1), (19, 1), (31, 1), (34, 2), (40, 1), (53, 1), (59, 2), (62, 1)]"
avança,"[(8, 2)]"
quatro,"[(8, 1), (20, 1), (55, 2), (57, 1), (66, 1), (67, 1)]"
base,"[(8, 4), (11, 1), (17, 1), (32, 5), (38, 1), (63, 1), (65, 1), (67, 3), (74, 1)]"
passo,"[(8, 1), (29, 1), (62, 2)]"
nove,"[(8, 1), (62, 2)]"
analista,"[(8, 1)]"
eleven,"[(8, 1)]"
financial,"[(8, 2)]"
research,"[(8, 1)]"
daltoso,"[(8, 1)]"
seguido,"[(8, 1), (10, 1), (64, 1)]"
ruídos,"[(8, 2)]"
brasília,"[(8, 1), (30, 1)]"
maneira,"[(8, 1), (21, 1), (23, 2), (32, 1), (60, 1), (65, 1), (69, 1)]"
exagerada,"[(8, 1)]"
traders,"[(8, 1)]"
gostando,"[(8, 1)]"
falas,"[(8, 1), (59, 1), (62, 1)]"
debater,"[(8, 1), (57, 1), (66, 1)]"
trabalha,"[(8, 1), (12, 1), (35, 1)]"
aprovação,"[(8, 1), (18, 1), (21, 1), (29, 1), (67, 1)]"
investidores,"[(8, 2), (9, 1)]"
querem,"[(8, 1), (25, 1), (59, 1), (66, 1)]"
saber,"[(8, 2), (34, 1), (37, 1), (45, 1)]"
quanto,"[(8, 1), (25, 1), (37, 1), (62, 1), (66, 1)]"
anunciado,"[(8, 1), (26, 1)]"
desidratado,"[(8, 1)]"
afirma,"[(8, 1), (16, 1), (48, 2), (51, 1), (59, 1), (66, 1)]"
volatilidade,"[(8, 1)]"
nesse,"[(8, 1), (12, 1), (35, 1), (37, 2), (38, 3), (45, 1)]"
momento,"[(8, 1), (12, 1), (32, 1), (34, 3), (35, 2), (37, 1), (38, 2), (43, 1), (59, 4), (66, 1)]"
acentuada,"[(8, 1), (29, 1)]"
preciso,"[(8, 1), (12, 1), (35, 1)]"
distinguir,"[(8, 1)]"
acrescenta,"[(8, 1), (70, 1)]"
ccj,"[(8, 1), (68, 2)]"
elogiou,"[(8, 1)]"
regime,"[(8, 1), (12, 2), (34, 2), (38, 1), (44, 3), (51, 1)]"
capitalização,"[(8, 1), (68, 2)]"
exaltou,"[(8, 1)]"
disseram,"[(8, 1), (64, 1)]"
ficaria,"[(8, 1)]"
igual,"[(8, 1)]"
chile,"[(8, 1), (63, 1)]"
previdenciário,"[(8, 1), (68, 1)]"
insustentável,"[(8, 1)]"
proporção,"[(8, 1)]"
contribuintes,"[(8, 1)]"
aposentados,"[(8, 1), (14, 1), (75, 1)]"
reduzindo,"[(8, 1)]"
drasticamente,"[(8, 1)]"
envelhecimento,"[(8, 1)]"
desmarcou,"[(8, 1)]"
audiência,"[(8, 1), (14, 2), (58, 1), (68, 1), (69, 1), (75, 2)]"
pública,"[(8, 1), (20, 1), (29, 1), (32, 1), (50, 1), (60, 3), (65, 1)]"
seguiu,"[(8, 1)]"
sugestão,"[(8, 1), (21, 1), (65, 1)]"
aliados,"[(8, 1), (21, 1), (25, 1), (66, 1)]"
alertavam,"[(8, 1)]"
riscos,"[(8, 1)]"
ataques,"[(8, 1)]"
aliada,"[(8, 1)]"
alegação,"[(8, 1), (31, 1)]"
formal,"[(8, 1), (31, 1)]"
debate,"[(8, 1), (12, 2), (23, 1), (35, 1), (38, 2), (51, 1), (63, 1)]"
produtivo,"[(8, 1), (38, 1)]"
designação,"[(8, 1)]"
relator,"[(8, 1), (51, 1), (55, 1), (61, 1), (70, 1)]"
pec,"[(8, 1)]"
proposta,"[(8, 1), (14, 1), (32, 1), (63, 1), (66, 2), (68, 1), (75, 1)]"
emenda,"[(8, 1)]"
previdenciária,"[(8, 1), (67, 1)]"
principais,"[(8, 1), (38, 1), (51, 1), (66, 1)]"
mercados,"[(8, 1)]"
refletindo,"[(8, 1)]"
avanços,"[(8, 1)]"
eua,"[(8, 3), (15, 1), (17, 2), (25, 7), (26, 2), (27, 1), (33, 2), (48, 1), (62, 1), (63, 1), (66, 6)]"
times,"[(8, 1)]"
autoridades,"[(8, 1), (20, 1), (23, 1), (51, 2), (61, 1)]"
dois,"[(8, 1), (9, 1), (18, 1), (31, 1), (32, 2), (35, 1), (36, 1), (37, 1), (38, 2), (42, 1), (59, 2), (62, 1), (65, 1)]"
resolvido,"[(8, 1)]"
pendentes,"[(8, 1)]"
seguem,"[(8, 1)]"
negociando,"[(8, 1), (18, 1)]"
implementar,"[(8, 1)]"
impor,"[(8, 1)]"
tal,"[(8, 1), (12, 1), (63, 1), (70, 2)]"
porém,"[(8, 1), (25, 1), (58, 1), (63, 1)]"
restantes,"[(8, 1)]"
fechar,"[(8, 1), (39, 1), (74, 2)]"
complicados,"[(8, 1)]"
pois,"[(8, 1), (33, 1), (48, 3), (60, 4), (63, 1)]"
exigiriam,"[(8, 1)]"
compensações,"[(8, 1)]"
ambos,"[(8, 1)]"
lados,"[(8, 1)]"
puxou,"[(8, 1)]"
otimismo,"[(8, 1)]"
pmi,"[(8, 4)]"
gerentes,"[(8, 1)]"
compras,"[(8, 1)]"
sigla,"[(8, 2), (24, 1), (26, 1)]"
inglês,"[(8, 2), (24, 1), (26, 1)]"
serviços,"[(8, 1), (10, 1), (13, 1), (32, 1)]"
subir,"[(8, 1), (32, 1), (33, 1)]"
reforçando,"[(8, 1)]"
recuperação,"[(8, 1), (10, 1), (29, 1)]"
mostrada,"[(8, 1)]"
indústria,"[(8, 1), (31, 1), (33, 3), (53, 1)]"
saiu,"[(8, 1), (34, 1), (54, 2)]"
adp,"[(8, 1)]"
registrando,"[(8, 1)]"
esperavam,"[(8, 2)]"
incremento,"[(8, 1)]"
pior,"[(8, 1)]"
número,"[(8, 1), (70, 1)]"
aberturas,"[(8, 1)]"
vagas,"[(8, 1), (39, 1)]"
setembro,"[(8, 1), (10, 1), (23, 1), (73, 1)]"
dado,"[(8, 1), (32, 1)]"
funciona,"[(8, 1), (9, 1), (34, 1)]"
espécie,"[(8, 1), (12, 1), (37, 1), (61, 1)]"
prévia,"[(8, 1), (9, 1)]"
sai,"[(8, 1), (18, 1), (37, 1), (56, 1)]"
sexta,"[(8, 1), (35, 1), (36, 1), (39, 1), (51, 1), (73, 1)]"
registrada,"[(8, 1)]"
varejo,"[(8, 1)]"
ante,"[(8, 2)]"
composto,"[(8, 1)]"
recuou,"[(8, 1), (62, 1), (70, 1)]"
bloco,"[(8, 2), (21, 1)]"
alemanha,"[(8, 2), (28, 3), (49, 5), (54, 1)]"
atingiu,"[(8, 1), (9, 1), (29, 1)]"
junho,"[(8, 2), (50, 1), (55, 1), (59, 1), (67, 1)]"
preocupações,"[(8, 1)]"
velho,"[(8, 1)]"
continente,"[(8, 1)]"
recaem,"[(8, 1)]"
saída,"[(8, 1), (19, 1), (25, 1), (73, 1)]"
reino,"[(8, 1), (64, 1)]"
unido,"[(8, 1), (64, 1)]"
europeia,"[(8, 1), (23, 1), (33, 4)]"
parlamento,"[(8, 1), (16, 1), (49, 1), (65, 1), (70, 1)]"
britânico,"[(8, 1), (16, 1)]"
chega,"[(8, 2), (34, 2), (43, 1), (69, 1)]"
apreensão,"[(8, 1)]"
impactos,"[(8, 1)]"
alertando,"[(8, 1), (59, 1)]"
recessão,"[(8, 1), (9, 1), (29, 1)]"
acometa,"[(8, 1)]"
deste,"[(8, 1), (10, 4), (11, 1), (26, 1), (32, 1), (53, 1), (57, 1), (70, 1)]"
commodities,"[(8, 1), (32, 3)]"
contratos,"[(8, 1), (27, 2)]"
minério,"[(8, 2)]"
ferro,"[(8, 2)]"
disparou,"[(8, 1)]"
dalian,"[(8, 1)]"
petróleo,"[(8, 2)]"
tipo,"[(8, 2), (12, 1), (56, 1), (59, 1)]"
wti,"[(8, 1)]"
brent,"[(8, 1)]"
cai,"[(8, 1)]"
commodity,"[(8, 1)]"
manhã,"[(8, 1), (15, 1), (65, 1), (70, 1)]"
virou,"[(8, 1), (28, 1), (50, 1), (66, 1)]"
divulgação,"[(8, 1), (70, 1)]"
estoques,"[(8, 1)]"
aumentaram,"[(8, 1), (29, 2)]"
barris,"[(8, 2)]"
eia,"[(8, 1)]"
informação,"[(8, 1), (34, 1), (39, 1), (40, 1), (47, 1)]"
energia,"[(8, 1), (29, 1)]"
analistas,"[(8, 1)]"
seguir,"[(8, 1), (22, 1), (35, 1)]"
beneficiando,"[(8, 1)]"
enfrenta,"[(8, 1), (20, 1), (56, 1)]"
dificuldades,"[(8, 1), (29, 1), (56, 1)]"
encaminhar,"[(8, 2)]"
órgãos,"[(8, 1), (44, 1), (48, 1)]"
técnicos,"[(8, 1)]"
projetos,"[(8, 1), (29, 1), (60, 2)]"
descaracterização,"[(8, 1)]"
oito,"[(8, 1), (53, 1)]"
estruturas,"[(8, 1)]"
montante,"[(8, 1), (32, 2)]"
rompeu,"[(8, 1)]"
brumadinho,"[(8, 1), (62, 1)]"
seis,"[(8, 1), (14, 1), (75, 1)]"
recusaram,"[(8, 1)]"
convite,"[(8, 1), (34, 1), (59, 2), (63, 1)]"
auditar,"[(8, 1)]"
barragens,"[(8, 1)]"
pareceres,"[(8, 1)]"
agência,"[(8, 1), (13, 2), (24, 1), (27, 1), (30, 1), (62, 1), (70, 1)]"
mineração,"[(8, 2)]"
anm,"[(8, 1)]"
ambiente,"[(8, 1)]"
minas,"[(8, 1)]"
gerais,"[(8, 1), (38, 1)]"
contaria,"[(8, 1)]"
grupos,"[(8, 1), (15, 1), (28, 1), (29, 1), (30, 1), (59, 1), (73, 1)]"
interessados,"[(8, 1)]"
estado,"[(8, 1), (15, 1), (25, 3), (27, 1), (32, 5), (34, 7), (38, 6), (39, 2), (47, 1), (48, 1), (49, 1), (51, 3), (59, 2), (62, 1), (66, 1), (70, 1)]"
competidores,"[(8, 1)]"
estaria,"[(8, 1), (13, 1), (63, 1)]"
engie,"[(8, 1)]"
fundo,"[(8, 1), (11, 1), (29, 1), (61, 1)]"
mubadala,"[(8, 1)]"
consórcio,"[(8, 1)]"
capitaneado,"[(8, 1)]"
itaúsa,"[(8, 1)]"
possa,"[(8, 2), (21, 1), (34, 1)]"
sair,"[(8, 1), (37, 2), (74, 1)]"
ação,"[(8, 1), (23, 2), (25, 2), (32, 1), (44, 1), (55, 2), (70, 1)]"
público,"[(8, 1), (11, 1), (13, 1), (20, 1), (32, 2), (48, 1), (51, 1), (59, 1), (60, 1), (61, 2), (70, 1), (73, 1)]"
estadual,"[(8, 1), (32, 2)]"
defensoria,"[(8, 1), (32, 1)]"
publica,"[(8, 1), (59, 1)]"
alagoas,"[(8, 1)]"
pede,"[(8, 1), (37, 3), (61, 3)]"
bloqueio,"[(8, 2)]"
braskem,"[(8, 2)]"
afundamento,"[(8, 1)]"
solo,"[(8, 1), (28, 1)]"
bairros,"[(8, 1)]"
área,"[(8, 1), (53, 2)]"
sal,"[(8, 1)]"
gema,"[(8, 1)]"
maceió,"[(8, 1)]"
valor,"[(8, 2), (9, 1), (12, 1), (32, 3), (47, 1), (53, 1)]"
mico,"[(8, 2), (29, 1), (33, 1)]"
pedido,"[(8, 1), (21, 1), (48, 1), (55, 4), (57, 4), (69, 1)]"
antecipado,"[(8, 1), (57, 1)]"
curso,"[(8, 1), (25, 1), (38, 2)]"
odebrecht,"[(8, 1)]"
controladora,"[(8, 1)]"
petroquímica,"[(8, 1)]"
holandesa,"[(8, 1)]"
lyondellbasell,"[(8, 1)]"
obteve,"[(8, 1)]"
vitória,"[(8, 1), (17, 1)]"
análise,"[(8, 1), (28, 1), (33, 1), (38, 2)]"
técnica,"[(8, 1), (30, 1)]"
renovação,"[(8, 2)]"
antecipada,"[(8, 1)]"
malha,"[(8, 1)]"
obstáculos,"[(8, 1)]"
assinatura,"[(8, 1), (33, 1), (62, 1), (70, 2)]"
termo,"[(8, 1), (38, 2), (49, 1), (58, 1)]"
aditivo,"[(8, 1)]"
informou,"[(8, 1), (9, 1), (12, 1), (26, 1), (27, 1), (31, 2), (47, 1)]"
concessão,"[(8, 2)]"
cruza,"[(8, 1)]"
interior,"[(8, 1)]"
destravar,"[(8, 1)]"
troca,"[(8, 1), (33, 1), (55, 1), (74, 1)]"
retirada,"[(9, 2), (25, 2)]"
líquida,"[(9, 4), (32, 1)]"
saques,"[(9, 6)]"
depósitos,"[(9, 6), (23, 2)]"
caderneta,"[(9, 3)]"
poupança,"[(9, 7)]"
atrair,"[(9, 1)]"
interesse,"[(9, 1), (33, 1)]"
captação,"[(9, 2), (11, 1)]"
retiradas,"[(9, 4)]"
somou,"[(9, 1)]"
bilhão,"[(9, 2), (11, 1), (20, 1), (32, 3), (33, 2)]"
quinta,"[(9, 1), (20, 1), (23, 1), (27, 1), (29, 2), (50, 1), (55, 1), (59, 1), (62, 1), (65, 1), (67, 1), (74, 1)]"
recuo,"[(9, 1), (62, 1)]"
naquele,"[(9, 2), (35, 1), (37, 1), (59, 2)]"
excedido,"[(9, 1)]"
líquidos,"[(9, 3)]"
correntistas,"[(9, 1)]"
retirando,"[(9, 1)]"
depositando,"[(9, 1)]"
apesar,"[(9, 1), (12, 1), (29, 1), (63, 2), (74, 1)]"
desempenho,"[(9, 1)]"
positivo,"[(9, 1), (63, 1)]"
continuam,"[(9, 1), (34, 1)]"
registrou,"[(9, 1)]"
depositavam,"[(9, 1)]"
retiravam,"[(9, 1)]"
captações,"[(9, 2)]"
líquidas,"[(9, 1)]"
chegaram,"[(9, 1)]"
retirar,"[(9, 1), (17, 1)]"
dinheiro,"[(9, 1), (20, 1), (32, 2), (59, 1)]"
cobrirem,"[(9, 1)]"
dívidas,"[(9, 1), (10, 4), (69, 1)]"
sacados,"[(9, 1)]"
superaram,"[(9, 1)]"
inverteu,"[(9, 1)]"
excederam,"[(9, 1)]"
rendimento,"[(9, 1)]"
selic,"[(9, 1)]"
básicos,"[(9, 2)]"
torando,"[(9, 1)]"
atrativa,"[(9, 1)]"
investimento,"[(9, 1)]"
conseguido,"[(9, 1)]"
garantir,"[(9, 1), (12, 1), (33, 1), (51, 2)]"
rendimentos,"[(9, 1), (20, 1)]"
acima,"[(9, 1), (10, 1), (56, 2)]"
inflação,"[(9, 2), (29, 2)]"
terminados,"[(9, 1)]"
rendeu,"[(9, 1)]"
preços,"[(9, 1), (29, 1)]"
consumidor,"[(9, 1), (10, 1)]"
amplo,"[(9, 1)]"
ipca,"[(9, 2)]"
acumula,"[(9, 1), (53, 1)]"
divulga,"[(9, 1)]"
cheio,"[(9, 1)]"
famílias,"[(10, 6), (34, 2)]"
brasileiras,"[(10, 1), (13, 1), (62, 1), (63, 1), (69, 1)]"
atraso,"[(10, 3), (47, 1), (66, 1)]"
superior,"[(10, 1), (57, 1)]"
patamar,"[(10, 2), (33, 1)]"
endividamento,"[(10, 2)]"
pesquisa,"[(10, 1), (60, 1), (64, 3)]"
inadimplência,"[(10, 1)]"
divulgada,"[(10, 1), (30, 1)]"
confederação,"[(10, 1), (33, 1)]"
bens,"[(10, 1), (18, 1), (33, 1)]"
turismo,"[(10, 1)]"
cnc,"[(10, 2)]"
inadimplentes,"[(10, 1)]"
ficou,"[(10, 1), (20, 1), (34, 1), (36, 1)]"
indicador,"[(10, 1)]"
ponto,"[(10, 1), (58, 1), (69, 1)]"
declararam,"[(10, 1), (59, 1)]"
condições,"[(10, 1), (35, 1)]"
pagar,"[(10, 1), (17, 2), (20, 1), (33, 2)]"
continuou,"[(10, 1), (49, 1)]"
marianne,"[(10, 1)]"
hanson,"[(10, 1)]"
gradual,"[(10, 1)]"
concessões,"[(10, 1)]"
consumo,"[(10, 1)]"
fator,"[(10, 1)]"
sazonal,"[(10, 1)]"
influi,"[(10, 1)]"
incidência,"[(10, 1)]"
gastos,"[(10, 1), (32, 1)]"
extras,"[(10, 1)]"
ocasionando,"[(10, 1)]"
demanda,"[(10, 1), (29, 1), (38, 1)]"
empréstimos,"[(10, 1), (20, 1)]"
cartão,"[(10, 1)]"
apontado,"[(10, 1)]"
motivo,"[(10, 1), (47, 1), (69, 1)]"
endividadas,"[(10, 1)]"
carnês,"[(10, 1)]"
terceiro,"[(10, 1), (18, 1), (52, 1)]"
financiamento,"[(10, 1)]"
carro,"[(10, 1), (37, 5), (59, 1)]"
abriu,"[(11, 1), (34, 1), (40, 1)]"
apurar,"[(11, 1)]"
suspeita,"[(11, 3)]"
fraudes,"[(11, 1)]"
fundos,"[(11, 5)]"
pensão,"[(11, 5)]"
representação,"[(11, 2)]"
federal,"[(11, 1), (22, 1), (31, 1), (32, 3), (38, 2), (48, 1), (50, 1), (55, 1), (57, 2), (58, 2), (60, 1), (61, 4), (62, 1), (65, 3), (66, 1)]"
mpf,"[(11, 3), (48, 1)]"
apura,"[(11, 1)]"
suspeitas,"[(11, 1)]"
gestão,"[(11, 1), (12, 1)]"
fraudulenta,"[(11, 1)]"
temerária,"[(11, 1)]"
aplicação,"[(11, 1), (48, 1), (61, 2)]"
sete,"[(11, 1)]"
partir,"[(11, 2), (32, 1), (35, 1), (36, 1), (38, 1), (55, 1), (59, 2), (67, 1)]"
reportagem,"[(11, 1), (18, 1), (29, 1), (51, 2), (52, 2), (53, 1), (55, 1), (62, 1), (64, 2), (70, 1), (74, 1)]"
investigação,"[(11, 1), (16, 1), (17, 1), (20, 1), (23, 2), (34, 1)]"
apurava,"[(11, 1)]"
irregularidades,"[(11, 1), (36, 1), (48, 1)]"
superintendência,"[(11, 1)]"
complementar,"[(11, 1)]"
previc,"[(11, 1)]"
economiários,"[(11, 1)]"
federais,"[(11, 1)]"
funcef,"[(11, 1)]"
funcionários,"[(11, 1), (56, 1)]"
caixa,"[(11, 1)]"
sob,"[(11, 1), (20, 2), (24, 1), (27, 1), (29, 1), (31, 1), (48, 1)]"
previ,"[(11, 1)]"
petros,"[(11, 1)]"
postalis,"[(11, 1)]"
correios,"[(11, 1)]"
investigações,"[(11, 1), (60, 2)]"
recursos,"[(11, 1), (20, 1), (38, 1), (61, 1), (68, 1)]"
sido,"[(11, 2), (15, 1), (20, 1), (23, 1), (25, 1), (29, 1), (34, 1), (38, 1), (47, 1), (59, 2), (63, 1)]"
alocados,"[(11, 1)]"
participações,"[(11, 1)]"
fips,"[(11, 1)]"
educacional,"[(11, 1)]"
corporativa,"[(11, 1)]"
pertencia,"[(11, 1), (64, 1)]"
criada,"[(11, 1), (13, 1)]"
atuar,"[(11, 1), (13, 1)]"
gestora,"[(11, 1)]"
ativos,"[(11, 1)]"
operações,"[(11, 2)]"
resultaram,"[(11, 1)]"
excessivos,"[(11, 1)]"
arcaram,"[(11, 1)]"
aporte,"[(11, 1)]"
menores,"[(11, 1)]"
defesa,"[(11, 1), (12, 1), (16, 1), (17, 1), (25, 1), (36, 1), (56, 1), (57, 3), (59, 1), (70, 2)]"
destacou,"[(11, 1), (59, 1)]"
legalidade,"[(11, 1), (48, 1)]"
correção,"[(11, 1)]"
todas,"[(11, 1), (18, 1), (32, 1), (49, 1), (51, 1), (70, 1)]"
diga,"[(11, 1)]"
passagem,"[(11, 1)]"
lucrativos,"[(11, 1)]"
cotistas,"[(11, 1)]"
referir,"[(12, 1)]"
golpe,"[(12, 4), (17, 1), (24, 1), (37, 1), (40, 1), (42, 1), (44, 1), (45, 1), (51, 2), (56, 5), (63, 1), (66, 2), (70, 4)]"
imp,"[(12, 1), (33, 1)]"
ditadura,"[(12, 2), (34, 2), (37, 2), (38, 2), (40, 1), (42, 2), (44, 2), (45, 2), (49, 1), (51, 1), (56, 1), (63, 1), (70, 3)]"
militar,"[(12, 2), (13, 3), (25, 2), (27, 1), (34, 2), (37, 2), (38, 2), (40, 1), (42, 1), (45, 1), (51, 2), (56, 2), (63, 1), (70, 3)]"
educação,"[(12, 2), (15, 1), (32, 1), (56, 2), (58, 1)]"
ricardo,"[(12, 2), (15, 1), (55, 1), (56, 2)]"
vélez,"[(12, 6), (15, 1), (56, 3)]"
rodríguez,"[(12, 1)]"
haverá,"[(12, 2)]"
progressivas,"[(12, 2)]"
livros,"[(12, 2), (56, 2), (59, 1)]"
didáticos,"[(12, 2), (56, 1)]"
crianças,"[(12, 2), (37, 1), (39, 1), (56, 2)]"
possam,"[(12, 2)]"
verídica,"[(12, 2)]"
real,"[(12, 2), (13, 1), (16, 1), (28, 1), (49, 1)]"
afirmação,"[(12, 1), (13, 1), (15, 1), (56, 1)]"
dada,"[(12, 1), (55, 1)]"
entrevista,"[(12, 2), (34, 4), (43, 2), (56, 1), (59, 2), (63, 1), (64, 1)]"
acontece,"[(12, 1), (34, 1)]"
orientar,"[(12, 1)]"
forças,"[(12, 1), (13, 2), (16, 1), (25, 3), (27, 1), (34, 2)]"
armadas,"[(12, 1), (13, 1), (16, 1)]"
comemorar,"[(12, 1), (40, 1), (63, 1), (70, 2)]"
revolução,"[(12, 1), (38, 1)]"
colombiano,"[(12, 1)]"
endossa,"[(12, 1)]"
discurso,"[(12, 1), (34, 1), (35, 2)]"
sucedeu,"[(12, 1)]"
soberana,"[(12, 1), (56, 1)]"
sociedade,"[(12, 2), (32, 2), (35, 1), (51, 2), (56, 1), (59, 4), (65, 3), (67, 1)]"
colocou,"[(12, 1), (55, 1), (56, 1)]"
castelo,"[(12, 1), (56, 1)]"
poder,"[(12, 1), (23, 1), (24, 1), (29, 2), (34, 3), (37, 1), (38, 4), (52, 1), (56, 2), (59, 6), (63, 1), (67, 1)]"
quartéis,"[(12, 1), (37, 1), (44, 1), (56, 1)]"
constitucional,"[(12, 1), (56, 1)]"
ausência,"[(12, 1), (56, 1)]"
seguida,"[(12, 1), (15, 2), (37, 1), (45, 1), (56, 1), (64, 1)]"
risca,"[(12, 1), (56, 1)]"
institucional,"[(12, 1), (56, 1), (62, 1), (63, 1)]"
completou,"[(12, 1), (15, 2), (56, 2), (63, 1), (67, 1)]"
perseguição,"[(12, 1), (45, 1), (59, 1)]"
censura,"[(12, 1), (44, 2)]"
torturas,"[(12, 1), (37, 1), (44, 1), (45, 1)]"
assassinatos,"[(12, 1), (34, 1)]"
minimizou,"[(12, 1)]"
afirmando,"[(12, 1)]"
tratou,"[(12, 1)]"
democrático,"[(12, 1), (38, 1)]"
força,"[(12, 1), (32, 1), (61, 1)]"
sustentando,"[(12, 1)]"
revisionismo,"[(12, 1)]"
resgatada,"[(12, 1)]"
versão,"[(12, 1), (38, 2)]"
ampla,"[(12, 1), (22, 1), (33, 1), (66, 1)]"
papel,"[(12, 1), (59, 1), (65, 1)]"
mec,"[(12, 1), (56, 1), (59, 1)]"
regular,"[(12, 1)]"
distribuição,"[(12, 1), (70, 1)]"
livro,"[(12, 2), (34, 6), (38, 1), (52, 1), (59, 5)]"
didático,"[(12, 2)]"
preparar,"[(12, 1)]"
disputa,"[(12, 1)]"
interna,"[(12, 1)]"
militares,"[(12, 1), (13, 1), (16, 2), (19, 1), (27, 3), (32, 1), (38, 1), (43, 1), (62, 1), (70, 2)]"
pupilos,"[(12, 1)]"
guru,"[(12, 2), (52, 1)]"
olavo,"[(12, 4), (52, 1)]"
carvalho,"[(12, 2), (52, 1)]"
gerando,"[(12, 1), (28, 1)]"
pasta,"[(12, 1), (15, 1), (31, 1), (39, 1), (56, 2)]"
ameaçando,"[(12, 1)]"
cargo,"[(12, 2), (22, 1), (56, 2)]"
frente,"[(12, 1), (22, 1), (25, 1), (35, 1), (64, 1), (66, 4), (69, 1)]"
nomeação,"[(12, 1)]"
tenente,"[(12, 1), (37, 1), (45, 1)]"
brigadeiro,"[(12, 3)]"
machado,"[(12, 2)]"
vieira,"[(12, 1), (34, 2), (63, 1)]"
intervenção,"[(12, 2), (24, 1), (51, 1)]"
branca,"[(12, 2), (21, 1), (23, 1)]"
permanência,"[(12, 1), (27, 1)]"
sendo,"[(12, 2), (13, 1), (32, 1), (34, 1), (51, 1), (53, 1), (59, 1), (64, 1), (66, 2)]"
tutelada,"[(12, 1)]"
núcleo,"[(12, 1), (56, 1), (63, 1)]"
colaboração,"[(12, 1)]"
fraterna,"[(12, 1)]"
efetiva,"[(12, 1)]"
pessoa,"[(12, 1), (20, 1), (32, 1), (34, 3), (59, 1)]"
valorizo,"[(12, 1)]"
performance,"[(12, 1)]"
cargos,"[(12, 1), (56, 1), (74, 1)]"
ocupou,"[(12, 1), (18, 1), (22, 1)]"
aeronáutica,"[(12, 1)]"
acho,"[(12, 1), (34, 4), (38, 1)]"
colaborador,"[(12, 1)]"
fantástico,"[(12, 1)]"
garantiu,"[(12, 1)]"
acompanhada,"[(12, 1)]"
perto,"[(12, 1), (35, 2)]"
ligação,"[(12, 1), (71, 1)]"
astrólogo,"[(12, 1)]"
admitiu,"[(12, 1), (73, 1)]"
indicado,"[(12, 1), (55, 1)]"
insultos,"[(12, 1)]"
vem,"[(12, 1), (28, 1), (35, 1), (37, 1), (38, 1), (39, 1), (53, 1), (55, 1), (62, 1), (67, 1)]"
recebendo,"[(12, 1)]"
clã,"[(12, 1)]"
fen,"[(12, 1)]"
meteorológicos,"[(12, 2)]"
nome,"[(12, 2), (23, 1), (37, 1), (47, 1), (53, 2)]"
ligado,"[(12, 2), (35, 1)]"
imaginação,"[(12, 1)]"
realmente,"[(12, 1), (34, 1), (35, 1), (70, 1)]"
preservação,"[(12, 1), (51, 1)]"
princípios,"[(12, 1), (59, 2)]"
indicou,"[(12, 1), (17, 1)]"
acabou,"[(12, 1), (35, 1), (56, 1), (59, 1), (69, 1)]"
apoiado,"[(12, 1), (29, 1)]"
segmentos,"[(12, 1)]"
palavrões,"[(12, 1)]"
profere,"[(12, 1)]"
emoção,"[(12, 1), (60, 2)]"
emocionam,"[(12, 1)]"
deixam,"[(12, 1), (37, 1)]"
razão,"[(12, 1), (34, 1), (55, 2)]"
pendurada,"[(12, 1)]"
cabide,"[(12, 1)]"
começam,"[(12, 1), (37, 2)]"
emoções,"[(12, 1)]"
falam,"[(12, 1), (31, 1)]"
coisas,"[(12, 1), (34, 2), (37, 1), (56, 1), (59, 1)]"
deveriam,"[(12, 1), (55, 1)]"
faladas,"[(12, 1)]"
sereno,"[(12, 1)]"
racional,"[(12, 1)]"
mim,"[(12, 1), (37, 4), (55, 1), (59, 2)]"
argumentos,"[(12, 1)]"
quais,"[(12, 1), (63, 1)]"
promoção,"[(13, 2), (51, 1), (62, 1), (70, 1)]"
apex,"[(13, 4)]"
produtos,"[(13, 1), (32, 6), (33, 3)]"
exterior,"[(13, 2), (36, 1)]"
atração,"[(13, 1)]"
estrangeiros,"[(13, 1), (26, 1)]"
contratou,"[(13, 1)]"
gabinete,"[(13, 2), (33, 1), (62, 1)]"
general,"[(13, 2), (62, 1)]"
brigada,"[(13, 2)]"
reserva,"[(13, 2)]"
exército,"[(13, 3), (18, 2), (70, 3)]"
escoto,"[(13, 2)]"
dono,"[(13, 1)]"
áquila,"[(13, 3)]"
fundada,"[(13, 1)]"
arregimenta,"[(13, 1)]"
mercenários,"[(13, 5)]"
egressos,"[(13, 1)]"
atuarem,"[(13, 1)]"
zonas,"[(13, 1)]"
conflito,"[(13, 3)]"
inativa,"[(13, 1)]"
havendo,"[(13, 1)]"
interesses,"[(13, 1), (32, 1), (59, 2), (71, 2)]"
