Word,Documents
defender,"[(59, 2), (70, 1)]"
veemência,"[(59, 1)]"
percebe,"[(59, 1)]"
passei,"[(59, 1)]"
desliguei,"[(59, 1)]"
dando,"[(59, 2), (68, 1)]"
aulas,"[(59, 1)]"
filosofia,"[(59, 1)]"
opta,"[(59, 1)]"
consistência,"[(59, 1)]"
persistente,"[(59, 1)]"
ridículo,"[(59, 1)]"
feminismo,"[(59, 2)]"
tempos,"[(59, 1)]"
viaje,"[(59, 1)]"
literários,"[(59, 2)]"
pronuncia,"[(59, 1)]"
ameaçavam,"[(59, 1)]"
intimidação,"[(59, 1)]"
acompanhar,"[(59, 1)]"
condenou,"[(59, 1)]"
passiva,"[(59, 1)]"
lavagem,"[(59, 1)]"
literário,"[(59, 1)]"
tuburi,"[(59, 1)]"
agressão,"[(59, 1), (74, 1)]"
invadem,"[(59, 1)]"
espiral,"[(59, 1)]"
instala,"[(59, 1)]"
protofascista,"[(59, 1)]"
verdadeiros,"[(59, 1)]"
milicianos,"[(59, 1)]"
midiáticos,"[(59, 1)]"
usam,"[(59, 1)]"
celulares,"[(59, 1)]"
sabotagem,"[(59, 1)]"
guerrilha,"[(59, 1)]"
fake,"[(59, 1)]"
montando,"[(59, 1)]"
vídeos,"[(59, 1), (70, 1)]"
memes,"[(59, 1)]"
recortadas,"[(59, 1)]"
descontextualizadas,"[(59, 1)]"
produzindo,"[(59, 1)]"
circular,"[(59, 1)]"
links,"[(59, 1)]"
publicaram,"[(59, 1)]"
inteiro,"[(59, 1)]"
faziam,"[(59, 2)]"
fila,"[(59, 1)]"
pegar,"[(59, 1), (67, 1)]"
senha,"[(59, 1)]"
sentavam,"[(59, 1)]"
plateia,"[(59, 1)]"
repente,"[(59, 1)]"
saltavam,"[(59, 1)]"
cadeiras,"[(59, 1)]"
flash,"[(59, 1)]"
mobs,"[(59, 1)]"
vestindo,"[(59, 1)]"
máscaras,"[(59, 1)]"
kim,"[(59, 1)]"
kataguiri,"[(59, 1)]"
chamar,"[(59, 1)]"
aconteceram,"[(59, 1)]"
presentes,"[(59, 1), (73, 1)]"
precisei,"[(59, 1)]"
contratar,"[(59, 1)]"
seguranças,"[(59, 1)]"
blindado,"[(59, 1)]"
messenger,"[(59, 1)]"
testa,"[(59, 1)]"
assinando,"[(59, 1)]"
vereadora,"[(59, 1)]"
franco,"[(59, 1)]"
assassinada,"[(59, 1)]"
protege,"[(59, 1)]"
escritores,"[(59, 1)]"
perseguidos,"[(59, 1)]"
convidou,"[(59, 1)]"
instalar,"[(59, 1)]"
vergonhosamente,"[(59, 1)]"
misógino,"[(59, 1)]"
homofóbico,"[(59, 1)]"
escravagista,"[(59, 1)]"
constata,"[(59, 1)]"
tentado,"[(59, 1)]"
acusa,"[(59, 1)]"
misoginia,"[(59, 1)]"
negras,"[(59, 1)]"
sofri,"[(59, 1)]"
discriminação,"[(59, 1)]"
coronéis,"[(59, 1)]"
personalizado,"[(59, 1)]"
comentou,"[(59, 1)]"
casal,"[(59, 1)]"
estarem,"[(59, 1)]"
veio,"[(59, 1)]"
visitar,"[(59, 1)]"
perseguido,"[(59, 1)]"
investigado,"[(59, 1), (60, 2)]"
tirou,"[(59, 1)]"
licença,"[(59, 1)]"
remunerada,"[(59, 1)]"
zilhões,"[(59, 1)]"
juízes,"[(59, 1)]"
dedicada,"[(59, 1)]"
carreira,"[(59, 1)]"
delírio,"[(59, 1)]"
prefácio,"[(59, 1)]"
comunicar,"[(60, 1)]"
diretamente,"[(60, 1)]"
driblar,"[(60, 1)]"
sérgio,"[(60, 1), (65, 1)]"
aderiu,"[(60, 1)]"
preferida,"[(60, 1)]"
resolvi,"[(60, 2)]"
aderir,"[(60, 2)]"
poderoso,"[(60, 2)]"
poderei,"[(60, 2)]"
intenso,"[(60, 2)]"
darei,"[(60, 2)]"
explicar,"[(60, 4), (70, 1)]"
anticrime,"[(60, 2)]"
executivas,"[(60, 2)]"
andamento,"[(60, 2)]"
atlas,"[(60, 1), (64, 2)]"
popularidade,"[(60, 1)]"
participaram,"[(60, 1)]"
reagiram,"[(60, 1)]"
posts,"[(60, 1)]"
podia,"[(60, 2)]"
cadê,"[(60, 2)]"
queiroz,"[(60, 2)]"
laranjal,"[(60, 2)]"
jorge,"[(60, 1)]"
solla,"[(60, 1)]"
assessor,"[(60, 2)]"
movimente,"[(60, 2)]"
receba,"[(60, 2)]"
laranjas,"[(60, 2)]"
envolvimento,"[(60, 2)]"
questionou,"[(60, 1), (68, 1)]"
pato,"[(60, 1)]"
conje,"[(60, 5)]"
karl,"[(60, 1)]"
marx,"[(60, 1)]"
atirar,"[(60, 4)]"
conja,"[(60, 4)]"
escusável,"[(60, 2)]"
enviado,"[(61, 1)]"
moraes,"[(61, 2)]"
nulidade,"[(61, 2)]"
objeto,"[(61, 1)]"
impostas,"[(61, 1)]"
revertam,"[(61, 1)]"
contraria,"[(61, 1)]"
intenção,"[(61, 1), (62, 1)]"
utilizar,"[(61, 1)]"
bilionário,"[(61, 1)]"
gerido,"[(61, 1)]"
próprios,"[(61, 1)]"
integram,"[(61, 1)]"
tarefa,"[(61, 1)]"
homologado,"[(61, 1)]"
fausto,"[(61, 1)]"
macedo,"[(61, 1)]"
pgr,"[(61, 1)]"
arguição,"[(61, 1)]"
descumprimento,"[(61, 1)]"
preceito,"[(61, 1)]"
fundamental,"[(61, 1)]"
reconhecida,"[(61, 1)]"
assunção,"[(61, 1)]"
celebrado,"[(61, 1)]"
reconhecido,"[(61, 2)]"
sanção,"[(61, 1)]"
corresponde,"[(61, 1)]"
prevista,"[(61, 1)]"
anticorrupção,"[(61, 1)]"
natureza,"[(61, 1)]"
administrativa,"[(61, 1)]"
cuja,"[(61, 1)]"
peculiaridades,"[(61, 1)]"
cláusula,"[(61, 1)]"
reversão,"[(61, 1)]"
penalidades,"[(61, 1)]"
excepcionalmente,"[(61, 1)]"
legítima,"[(61, 1)]"
destinação,"[(61, 1)]"
fundiária,"[(61, 1)]"
analógica,"[(61, 1)]"
funpen,"[(61, 1)]"
anunciada,"[(62, 1)]"
invés,"[(62, 1)]"
fica,"[(62, 1)]"
bufão,"[(62, 1)]"
põe,"[(62, 1)]"
tradição,"[(62, 1), (74, 1)]"
diplomática,"[(62, 1)]"
promover,"[(62, 1)]"
prometeu,"[(62, 1)]"
desagradar,"[(62, 1)]"
quebra,"[(62, 1)]"
desagradando,"[(62, 1)]"
provocação,"[(62, 1)]"
gratuita,"[(62, 1)]"
inovação,"[(62, 2)]"
mencionou,"[(62, 1)]"
endereço,"[(62, 1)]"
fonte,"[(62, 1)]"
conhecimento,"[(62, 1), (66, 1)]"
delegação,"[(62, 1)]"
estudar,"[(62, 1), (63, 1)]"
menção,"[(62, 1)]"
tomamos,"[(62, 1)]"
inclusive,"[(62, 1)]"
heleno,"[(62, 1)]"
voltado,"[(62, 1)]"
ciência,"[(62, 1)]"
esperar,"[(62, 1)]"
lembrar,"[(62, 2)]"
aprovaram,"[(62, 1)]"
bill,"[(62, 1)]"
clinton,"[(62, 1)]"
concluída,"[(62, 1)]"
representações,"[(62, 1)]"
praticamente,"[(62, 1)]"
tanto,"[(62, 1)]"
destacaram,"[(62, 1)]"
relacionados,"[(62, 1)]"
áreas,"[(62, 1)]"
piscicultura,"[(62, 1)]"
agradeceu,"[(62, 1)]"
ajuda,"[(62, 1)]"
resgate,"[(62, 1)]"
rompimento,"[(62, 1)]"
barragem,"[(62, 1)]"
rejeitos,"[(62, 1)]"
anunciar,"[(62, 1)]"
sensível,"[(62, 1)]"
desagrada,"[(62, 1)]"
carne,"[(62, 1)]"
aves,"[(62, 1)]"
teme,"[(62, 1)]"
presidenciável,"[(63, 1)]"
ciro,"[(63, 7)]"
gomes,"[(63, 4)]"
lisboa,"[(63, 2)]"
portugal,"[(63, 1)]"
luso,"[(63, 1)]"
nelb,"[(63, 1)]"
faculdade,"[(63, 1)]"
proferir,"[(63, 1)]"
concedeu,"[(63, 1)]"
brevíssima,"[(63, 1)]"
imbecil,"[(63, 1)]"
menino,"[(63, 1)]"
governa,"[(63, 1)]"
furação,"[(63, 1)]"
mostrado,"[(63, 1)]"
vocação,"[(63, 1)]"
nazi,"[(63, 1)]"
distrair,"[(63, 1)]"
desempregados,"[(63, 1)]"
informalidade,"[(63, 1)]"
unida,"[(63, 1)]"
definiu,"[(63, 1)]"
vergonha,"[(63, 2)]"
serviçal,"[(63, 1)]"
entreguismo,"[(63, 1)]"
ceder,"[(63, 1)]"
alcântara,"[(63, 1)]"
viola,"[(63, 1)]"
ceará,"[(63, 1)]"
elogiar,"[(63, 1)]"
inquirido,"[(63, 1)]"
michel,"[(63, 1), (70, 1)]"
temer,"[(63, 1), (70, 1)]"
java,"[(63, 1)]"
paralelo,"[(63, 1)]"
contradições,"[(63, 1)]"
denunciei,"[(63, 1)]"
prestou,"[(63, 1)]"
sofrermos,"[(63, 1)]"
trauma,"[(63, 1)]"
corruptos,"[(63, 1)]"
geddel,"[(63, 1)]"
lima,"[(63, 1)]"
cunha,"[(63, 1)]"
podemos,"[(63, 1), (66, 1), (67, 1)]"
traumas,"[(63, 1)]"
defeitos,"[(63, 1)]"
existam,"[(63, 1)]"
especificamente,"[(63, 1)]"
rentista,"[(63, 1)]"
bolso,"[(63, 1)]"
urgente,"[(63, 1)]"
ressaltou,"[(63, 1), (66, 1)]"
redesenhar,"[(63, 1)]"
pacto,"[(63, 1)]"
federativo,"[(63, 1)]"
candidato,"[(63, 1), (73, 1)]"
cem,"[(63, 1)]"
admirado,"[(64, 2)]"
realizada,"[(64, 1), (68, 1)]"
entrevistados,"[(64, 1)]"
preferir,"[(64, 1)]"
preferência,"[(64, 4)]"
aparece,"[(64, 2)]"
olha,"[(64, 1)]"
separado,"[(64, 1)]"
andrei,"[(64, 1)]"
ocuparam,"[(64, 1)]"
eleitorado,"[(64, 4)]"
posicionado,"[(64, 1)]"
juto,"[(64, 1)]"
psdb,"[(64, 3), (67, 1)]"
possuem,"[(64, 1)]"
eleitores,"[(64, 1)]"
opinião,"[(64, 1)]"
cristalizou,"[(64, 1)]"
ideológico,"[(64, 2)]"
nicho,"[(64, 1)]"
observa,"[(64, 1)]"
implosão,"[(64, 2)]"
subida,"[(64, 1)]"
observado,"[(64, 1)]"
semente,"[(64, 1)]"
monteiro,"[(65, 1)]"
glauber,"[(65, 1)]"
braga,"[(65, 1), (68, 1)]"
luiza,"[(65, 1)]"
erundina,"[(65, 1)]"
protocolaram,"[(65, 1)]"
anulou,"[(65, 2)]"
participativa,"[(65, 1)]"
clp,"[(65, 2)]"
prestar,"[(65, 1)]"
esclarecimentos,"[(65, 1)]"
decreto,"[(65, 2)]"
posse,"[(65, 2)]"
anticrimes,"[(65, 1)]"
proposto,"[(65, 1), (68, 1)]"
alegam,"[(65, 1)]"
agiu,"[(65, 1)]"
ilegal,"[(65, 1)]"
abusiva,"[(65, 1)]"
inconstitucional,"[(65, 1)]"
ressaltam,"[(65, 1)]"
comissões,"[(65, 1)]"
temáticas,"[(65, 1)]"
garantida,"[(65, 1)]"
artigos,"[(65, 1)]"
acatando,"[(65, 1)]"
governista,"[(65, 1), (67, 1)]"
alegou,"[(65, 1)]"
servir,"[(65, 1)]"
canal,"[(65, 1), (70, 2)]"
contestam,"[(65, 1)]"
liberação,"[(65, 1)]"
combate,"[(65, 1)]"
penais,"[(65, 1)]"
polêmicas,"[(65, 1)]"
quaisquer,"[(65, 1)]"
apresentados,"[(65, 1)]"
legislativa,"[(65, 1), (73, 1)]"
organizada,"[(65, 1)]"
esclarece,"[(65, 1)]"
transição,"[(66, 2)]"
tecnológica,"[(66, 2)]"
reposicionamento,"[(66, 1)]"
defasado,"[(66, 1)]"
perde,"[(66, 1)]"
influência,"[(66, 1)]"
externa,"[(66, 2)]"
subserviência,"[(66, 1)]"
desigualdade,"[(66, 2)]"
ficamos,"[(66, 1)]"
fizeram,"[(66, 1)]"
tecnológico,"[(66, 1)]"
cega,"[(66, 1)]"
atrelamento,"[(66, 1)]"
desrespeitosa,"[(66, 1)]"
joelhos,"[(66, 1)]"
petista,"[(66, 1), (70, 1)]"
duras,"[(66, 1)]"
embarcar,"[(66, 1)]"
plenária,"[(66, 1)]"
enff,"[(66, 1)]"
guararema,"[(66, 1)]"
reunidos,"[(66, 1)]"
conferência,"[(66, 4)]"
guilherme,"[(66, 1)]"
gondolfi,"[(66, 1)]"
ganhamos,"[(66, 1)]"
seguidas,"[(66, 1)]"
enquadrar,"[(66, 1)]"
sintetizou,"[(66, 1)]"
frutos,"[(66, 1)]"
algoritmos,"[(66, 2)]"
vivem,"[(66, 1)]"
enfrentamento,"[(66, 1)]"
travado,"[(66, 1)]"
analisou,"[(66, 1)]"
reproduzir,"[(66, 1)]"
inicial,"[(66, 1)]"
obstáculo,"[(66, 1)]"
embaixador,"[(66, 1)]"
samuel,"[(66, 1)]"
pinheiro,"[(66, 1)]"
guimarães,"[(66, 1)]"
peão,"[(66, 1)]"
reorganização,"[(66, 1)]"
pontuou,"[(66, 1)]"
walter,"[(66, 1)]"
sorrentino,"[(66, 1)]"
emergência,"[(66, 1)]"
novas,"[(66, 1)]"
hegemonias,"[(66, 1)]"
posicionamento,"[(66, 1)]"
multidimensional,"[(66, 1)]"
distância,"[(66, 1)]"
cerco,"[(66, 2)]"
afastados,"[(66, 1)]"
brics,"[(66, 1)]"
piv,"[(66, 1)]"
teste,"[(66, 1)]"
estresse,"[(66, 1)]"
doutrinamento,"[(66, 1)]"
alinhamento,"[(66, 1)]"
caracterizou,"[(66, 1)]"
gravíssima,"[(66, 1)]"
mecanismo,"[(66, 1)]"
contribuição,"[(66, 1)]"
estende,"[(66, 1)]"
democraticamente,"[(66, 1)]"
construída,"[(66, 1)]"
seguridade,"[(66, 1), (68, 1)]"
tentaram,"[(66, 1)]"
acelerar,"[(66, 1)]"
formalização,"[(66, 1)]"
única,"[(66, 1)]"
negociação,"[(66, 2)]"
tocar,"[(66, 1)]"
nela,"[(66, 1)]"
reformas,"[(66, 1), (74, 1)]"
neoliberais,"[(66, 1)]"
transformações,"[(66, 1)]"
reacionárias,"[(66, 1)]"
negociar,"[(66, 1)]"
pescoço,"[(66, 1)]"
guilhotina,"[(66, 1)]"
padilha,"[(66, 1)]"
apresentar,"[(66, 1)]"
chamo,"[(66, 1)]"
estabeleceu,"[(66, 1)]"
transformar,"[(66, 1)]"
sequência,"[(66, 1), (70, 1)]"
políticos,"[(66, 1)]"
ocorre,"[(66, 1)]"
onyx,"[(67, 1)]"
lorenzoni,"[(67, 3)]"
encontros,"[(67, 1)]"
dirigentes,"[(67, 1)]"
dialogar,"[(67, 2)]"
convidar,"[(67, 2)]"
portas,"[(67, 1)]"
legendas,"[(67, 1)]"
passem,"[(67, 1)]"
previstas,"[(67, 1)]"
prb,"[(67, 1), (68, 1)]"
psd,"[(67, 1), (74, 3)]"
cinco,"[(67, 1)]"
reunir,"[(67, 1)]"
conversas,"[(67, 1)]"
conseguir,"[(67, 1)]"
tom,"[(67, 1)]"
convidá,"[(67, 1)]"
los,"[(67, 1)]"
participem,"[(67, 1)]"
encontre,"[(67, 1)]"
equilíbrio,"[(67, 1)]"
retornando,"[(67, 1)]"
afirmado,"[(67, 1)]"
constituída,"[(67, 1)]"
abrindo,"[(67, 1)]"
expressar,"[(67, 1)]"
justificou,"[(67, 1)]"
disputando,"[(67, 1)]"
maratona,"[(67, 2)]"
responsabilidade,"[(67, 2)]"
recebemos,"[(67, 1)]"
procuração,"[(67, 1)]"
bateu,"[(68, 1)]"
reginaldo,"[(68, 1)]"
lopes,"[(68, 2)]"
faltou,"[(68, 1)]"
gasta,"[(68, 1)]"
destes,"[(68, 1)]"
tradicional,"[(68, 1)]"
gatorade,"[(68, 1)]"
deserto,"[(68, 1)]"
perverso,"[(68, 1)]"
henrique,"[(68, 1), (73, 1)]"
cardoso,"[(68, 1)]"
promoveu,"[(68, 1)]"
francischini,"[(68, 1)]"
interromper,"[(68, 1)]"
pedir,"[(68, 1)]"
silvio,"[(68, 1)]"
costa,"[(68, 1)]"
aplausos,"[(68, 1)]"
vaias,"[(68, 1)]"
alencar,"[(68, 1)]"
santana,"[(68, 1)]"
pilares,"[(68, 1)]"
financiando,"[(68, 1)]"
empregador,"[(68, 1)]"
falido,"[(68, 1)]"
contribui,"[(68, 1)]"
perguntou,"[(68, 1)]"
advertir,"[(69, 1)]"
joice,"[(69, 2)]"
hasselmann,"[(69, 2)]"
vitor,"[(69, 2)]"
hugo,"[(69, 2)]"
alceu,"[(69, 1)]"
agropecuária,"[(69, 1)]"
fpa,"[(69, 1)]"
avisou,"[(69, 1)]"
ministra,"[(69, 2)]"
tereza,"[(69, 1)]"
cristina,"[(69, 1)]"
bancada,"[(69, 2)]"
ruralista,"[(69, 2)]"
romper,"[(69, 1)]"
chegamos,"[(69, 1)]"
limite,"[(69, 1)]"
flávio,"[(69, 1)]"
árabe,"[(69, 1)]"
enfurecidos,"[(69, 1)]"
cumprida,"[(69, 1)]"
inscritos,"[(69, 1)]"
funrural,"[(69, 1)]"
coluna,"[(69, 1)]"
legais,"[(70, 1)]"
whatsapp,"[(70, 3)]"
anúncio,"[(70, 1)]"
tomaremos,"[(70, 1)]"
cabíveis,"[(70, 1)]"
meios,"[(70, 2)]"
oficiais,"[(70, 2)]"
apócrifo,"[(70, 1)]"
exaltando,"[(70, 1)]"
rasgou,"[(70, 1)]"
fechou,"[(70, 1)]"
causou,"[(70, 1)]"
ilegais,"[(70, 1)]"
institucionais,"[(70, 1)]"
jairbolsonaro,"[(70, 1)]"
violou,"[(70, 1)]"
juramento,"[(70, 1)]"
distribuiu,"[(70, 1)]"
canais,"[(70, 1)]"
usa,"[(70, 1)]"
justificativa,"[(70, 1)]"
caminhava,"[(70, 1)]"
truncada,"[(70, 1)]"
narrador,"[(70, 2)]"
jovens,"[(70, 1)]"
pesquisar,"[(70, 1)]"
vindas,"[(70, 1), (73, 1)]"
conclamado,"[(70, 1)]"
rádios,"[(70, 1)]"
tvs,"[(70, 1)]"
mães,"[(70, 1)]"
igreja,"[(70, 1)]"
apelou,"[(70, 1)]"
passando,"[(70, 1)]"
identificado,"[(70, 1)]"
salvou,"[(70, 1)]"
negar,"[(70, 1)]"
secom,"[(70, 3)]"
usado,"[(70, 1)]"
criado,"[(70, 1)]"
perguntada,"[(70, 1)]"
controlava,"[(70, 1)]"
soube,"[(70, 1)]"
informar,"[(70, 1)]"
instruiu,"[(70, 1)]"
comandos,"[(70, 1)]"
iniciaram,"[(70, 1)]"
derrubou,"[(70, 1)]"
iniciando,"[(70, 1)]"
ardoroso,"[(70, 1)]"
criticada,"[(70, 1)]"
diversas,"[(70, 1)]"
fabián,"[(70, 1)]"
reações,"[(70, 1)]"
negativas,"[(70, 1)]"
trataria,"[(70, 1)]"
rememorar,"[(70, 1)]"
senadora,"[(71, 1)]"
kátia,"[(71, 1)]"
abreu,"[(71, 1)]"
araujo,"[(71, 1)]"
obrigados,"[(71, 2)]"
ouvir,"[(71, 2)]"
sandices,"[(71, 2)]"
afronta,"[(71, 2)]"
inteligência,"[(71, 2)]"
faça,"[(71, 2)]"
independente,"[(71, 2)]"
ajudam,"[(71, 2)]"
affffff,"[(71, 2)]"
aguentar,"[(71, 2)]"
tanta,"[(71, 2)]"
maluquice,"[(71, 2)]"
sofrendo,"[(71, 2)]"
apavorada,"[(71, 1)]"
retrocessos,"[(73, 1)]"
respectivamente,"[(73, 1)]"
gleisi,"[(73, 1)]"
hoffmann,"[(73, 1)]"
lideranças,"[(73, 2)]"
programado,"[(73, 1)]"
vigília,"[(73, 4)]"
local,"[(73, 1)]"
receberá,"[(73, 1)]"
caravanas,"[(73, 2)]"
empreiteira,"[(73, 1)]"
oas,"[(73, 1)]"
propina,"[(73, 1)]"
pozzobon,"[(73, 1)]"
cabal,"[(73, 1)]"
proprietário,"[(73, 1)]"
imóvel,"[(73, 1)]"
programação,"[(73, 1)]"
guaíba,"[(73, 1)]"
juremir,"[(73, 1)]"
largo,"[(73, 2)]"
glenio,"[(73, 1)]"
peres,"[(73, 2)]"
caminhada,"[(73, 2)]"
glênio,"[(73, 1)]"
medeiros,"[(73, 1)]"
dobra,"[(73, 1)]"
jer,"[(73, 1)]"
nimo,"[(73, 1)]"
matriz,"[(73, 1)]"
auditório,"[(73, 1)]"
dante,"[(73, 1)]"
barone,"[(73, 1)]"
escadaria,"[(73, 1)]"
rosário,"[(73, 1)]"
partidárias,"[(73, 1)]"
terminal,"[(73, 2)]"
chegada,"[(73, 1)]"
cultural,"[(73, 1)]"
musicais,"[(73, 1)]"
inter,"[(73, 1)]"
religioso,"[(73, 1)]"
fará,"[(74, 1)]"
manterá,"[(74, 1)]"
kassab,"[(74, 2)]"
continuará,"[(74, 1)]"
ofereceu,"[(74, 1)]"
tolher,"[(74, 1)]"
posições,"[(74, 1)]"
lisandra,"[(74, 1)]"
paraguassu,"[(74, 1)]"
